Invoice Number,Order Date,Delivery Date,Shipping Type,Client Code,Client Name,Client Segment,Country,Location,Region Code,Zip Code,Product Code,Product Category,Product Description,Sale Amount,Quantity,DiscountRate,Profit Margin,Payment Method,Warranty (Years),Customer Satisfaction,Product Return Status,Sales Channel,Customer Loyalty Program,Marketing Campaign Code
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-4714
INV-000092,2025-12-01,2025-12-05,Drone Delivery,CL-6359,James Parker,E-commerce,Germany,Berlin,MI,73690,PD-1260,Automotive Parts,Cordless Drill,478.0,2,0.17,147.09,Cash,5,2,Returned,In-Store,Silver,MC-4213
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-3962
INV-000037,2024-11-11,2024-11-15,Freight,CL-4976,David Harris,E-commerce,Netherlands,Rotterdam,SF,51274,PD-3080,Automotive Parts,Cordless Drill,2035.7,4,0.09,286.32,Bitcoin,2,2,Returned,Online,None,MC-8280
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-3124
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-6520
INV-000079,2025-09-01,2025-09-05,Freight,CL-6936,Jennifer Lee,E-commerce,Germany,Munich,FL,61568,PD-2331,Garden Tools,Decorative Lamp,1741.32,3,0.15,317.77,Cash,2,5,Returned,Online,Silver,MC-8593
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-5239
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-8008
INV-000008,2024-04-22,2024-04-26,Drone Delivery,CL-6379,James Parker,E-commerce,Netherlands,Rotterdam,SF,31469,PD-2454,Home Decor,Yoga Mat,1181.3,2,0.29,81.74,Bank Transfer,3,5,Returned,In-Store,None,MC-8046
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-1729
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-2354
INV-000045,2025-01-06,2025-01-10,Freight,CL-5890,Jennifer Lee,Retail Partner,Spain,Barcelona,TX,74076,PD-2875,Home Decor,Car Battery,665.25,6,0.13,244.9,Bitcoin,3,4,No Return,Wholesale,Gold,MC-5389
INV-000007,2024-04-15,2024-04-19,In-Store Pickup,CL-6581,James Parker,Retail Partner,Spain,Barcelona,TX,50374,PD-3406,Garden Tools,Yoga Mat,90.48,10,0.25,192.23,Cash,3,2,No Return,In-Store,Silver,MC-5506
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-2066
INV-000008,2024-04-22,2024-04-26,Drone Delivery,CL-6379,James Parker,E-commerce,Netherlands,Rotterdam,SF,31469,PD-2454,Home Decor,Yoga Mat,1181.3,2,0.29,81.74,Bank Transfer,3,5,Returned,In-Store,None,MC-8667
INV-000098,2026-01-12,2026-01-16,Drone Delivery,CL-6013,Jennifer Lee,E-commerce,France,Paris,TX,62922,PD-4062,Fitness Gear,Decorative Lamp,729.65,10,0.14,222.51,PayPal,1,4,No Return,Wholesale,Gold,MC-6688
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-1766
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-3898
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-7686
INV-000006,2024-04-08,2024-04-12,Drone Delivery,CL-8482,Laura Martinez,E-commerce,Netherlands,Rotterdam,NV,58836,PD-2022,Automotive Parts,Yoga Mat,286.71,11,0.34,102.01,PayPal,5,1,No Return,In-Store,Silver,MC-3378
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-8714
INV-000099,2026-01-19,2026-01-23,Drone Delivery,CL-6610,Jennifer Lee,E-commerce,Netherlands,The Hague,FL,53416,PD-3838,Wearable Tech,Decorative Lamp,1679.73,7,0.3,301.29,Credit Card,1,3,Returned,Wholesale,Gold,MC-3608
INV-000098,2026-01-12,2026-01-16,Drone Delivery,CL-6013,Jennifer Lee,E-commerce,France,Paris,TX,62922,PD-4062,Fitness Gear,Decorative Lamp,729.65,10,0.14,222.51,PayPal,1,4,No Return,Wholesale,Gold,MC-4462
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-3827
INV-000087,2025-10-27,2025-10-31,In-Store Pickup,CL-7520,Laura Martinez,Retail Partner,Germany,Berlin,FL,57385,PD-2215,Garden Tools,Decorative Lamp,1952.32,1,0.21,101.81,Bitcoin,3,1,No Return,Online,Gold,MC-5976
INV-000016,2024-06-17,2024-06-21,In-Store Pickup,CL-6641,Laura Martinez,E-commerce,Spain,Valencia,MI,48797,PD-4902,Fitness Gear,Decorative Lamp,82.59,1,0.32,91.5,Bank Transfer,1,1,No Return,Wholesale,None,MC-5762
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-6797
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-2099
INV-000099,2026-01-19,2026-01-23,Drone Delivery,CL-6610,Jennifer Lee,E-commerce,Netherlands,The Hague,FL,53416,PD-3838,Wearable Tech,Decorative Lamp,1679.73,7,0.3,301.29,Credit Card,1,3,Returned,Wholesale,Gold,MC-7257
INV-000012,2024-05-20,2024-05-24,In-Store Pickup,CL-3197,James Parker,E-commerce,Germany,Berlin,TX,34146,PD-4334,Wearable Tech,Decorative Lamp,576.68,3,0.05,77.32,Bitcoin,1,5,No Return,In-Store,Silver,MC-5859
INV-000014,2024-06-03,2024-06-07,In-Store Pickup,CL-9904,Karen Wright,Retail Partner,Spain,Barcelona,MI,68764,PD-3670,Wearable Tech,Cordless Drill,2027.5,3,0.06,352.46,Cash,2,3,Returned,In-Store,Silver,MC-7338
INV-000050,2025-02-10,2025-02-14,Drone Delivery,CL-4090,David Harris,E-commerce,Germany,Hamburg,TX,37344,PD-2014,Wearable Tech,Smart Ring,422.76,8,0.22,164.16,Credit Card,3,2,Returned,Online,Gold,MC-3690
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-9867
INV-000083,2025-09-29,2025-10-03,Freight,CL-3107,Karen Wright,Retail Partner,Italy,Naples,FL,63426,PD-3882,Garden Tools,Cordless Drill,2463.99,1,0.22,261.28,Cash,5,3,Returned,Online,Gold,MC-8150
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-3472
INV-000079,2025-09-01,2025-09-05,Freight,CL-6936,Jennifer Lee,E-commerce,Germany,Munich,FL,61568,PD-2331,Garden Tools,Decorative Lamp,1741.32,3,0.15,317.77,Cash,2,5,Returned,Online,Silver,MC-2055
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-2782
INV-000083,2025-09-29,2025-10-03,Freight,CL-3107,Karen Wright,Retail Partner,Italy,Naples,FL,63426,PD-3882,Garden Tools,Cordless Drill,2463.99,1,0.22,261.28,Cash,5,3,Returned,Online,Gold,MC-4181
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-2348
INV-000071,2025-07-07,2025-07-11,Freight,CL-3158,James Parker,E-commerce,Germany,Munich,TX,64018,PD-3186,Fitness Gear,Smart Ring,2020.11,11,0.34,273.63,Bank Transfer,2,5,No Return,Online,Silver,MC-9514
INV-000084,2025-10-06,2025-10-10,Drone Delivery,CL-4359,Laura Martinez,Retail Partner,Germany,Hamburg,TX,41906,PD-4988,Automotive Parts,Decorative Lamp,1901.46,1,0.13,162.93,Bitcoin,2,4,No Return,In-Store,None,MC-1308
INV-000032,2024-10-07,2024-10-11,In-Store Pickup,CL-4133,Laura Martinez,E-commerce,Netherlands,Rotterdam,TX,30747,PD-1956,Fitness Gear,Decorative Lamp,462.01,2,0.19,271.3,Bank Transfer,1,4,Returned,Online,Silver,MC-4404
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-7769
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-7000
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-2371
INV-000043,2024-12-23,2024-12-27,Freight,CL-4809,Karen Wright,E-commerce,France,Lyon,TX,43417,PD-4821,Garden Tools,Car Battery,2401.23,1,0.29,368.17,Credit Card,2,1,Returned,Online,Silver,MC-8862
INV-000026,2024-08-26,2024-08-30,Drone Delivery,CL-8694,James Parker,E-commerce,Spain,Barcelona,SF,62498,PD-4808,Home Decor,Yoga Mat,277.44,3,0.32,287.53,Bank Transfer,1,4,No Return,Online,None,MC-2285
INV-000032,2024-10-07,2024-10-11,In-Store Pickup,CL-4133,Laura Martinez,E-commerce,Netherlands,Rotterdam,TX,30747,PD-1956,Fitness Gear,Decorative Lamp,462.01,2,0.19,271.3,Bank Transfer,1,4,Returned,Online,Silver,MC-8146
INV-000009,2024-04-29,2024-05-03,Drone Delivery,CL-9811,Jennifer Lee,Retail Partner,France,Marseille,TX,31797,PD-2164,Garden Tools,Yoga Mat,2390.0,1,0.22,215.84,Credit Card,2,2,Returned,In-Store,Bronze,MC-5664
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-1201
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-7290
INV-000078,2025-08-25,2025-08-29,Drone Delivery,CL-6822,Karen Wright,E-commerce,Germany,Hamburg,TX,38483,PD-3877,Garden Tools,Car Battery,2027.87,7,0.1,350.62,Bank Transfer,5,2,Returned,Online,Silver,MC-4879
INV-000017,2024-06-24,2024-06-28,Freight,CL-4178,Laura Martinez,Retail Partner,Netherlands,Rotterdam,TX,72475,PD-1328,Automotive Parts,Decorative Lamp,591.03,6,0.26,104.13,Bitcoin,2,5,No Return,In-Store,Gold,MC-7770
INV-000067,2025-06-09,2025-06-13,Freight,CL-7569,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,54090,PD-1815,Wearable Tech,Cordless Drill,1215.88,8,0.13,132.75,Cash,5,2,Returned,In-Store,None,MC-8865
INV-000050,2025-02-10,2025-02-14,Drone Delivery,CL-4090,David Harris,E-commerce,Germany,Hamburg,TX,37344,PD-2014,Wearable Tech,Smart Ring,422.76,8,0.22,164.16,Credit Card,3,2,Returned,Online,Gold,MC-2872
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-7944
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-4361
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-5468
INV-000037,2024-11-11,2024-11-15,Freight,CL-4976,David Harris,E-commerce,Netherlands,Rotterdam,SF,51274,PD-3080,Automotive Parts,Cordless Drill,2035.7,4,0.09,286.32,Bitcoin,2,2,Returned,Online,None,MC-5539
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-1259
INV-000061,2025-04-28,2025-05-02,In-Store Pickup,CL-6333,Jennifer Lee,E-commerce,Spain,Barcelona,TX,78024,PD-1024,Automotive Parts,Cordless Drill,1988.92,6,0.16,40.5,Bank Transfer,3,1,Returned,Online,None,MC-2211
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-5792
INV-000095,2025-12-22,2025-12-26,In-Store Pickup,CL-5522,David Harris,E-commerce,France,Lyon,SF,30933,PD-1988,Home Decor,Decorative Lamp,1823.99,1,0.29,103.98,Cash,3,4,No Return,Wholesale,None,MC-9774
INV-000058,2025-04-07,2025-04-11,Drone Delivery,CL-8032,Jennifer Lee,E-commerce,France,Marseille,NV,37995,PD-3189,Home Decor,Yoga Mat,117.94,6,0.11,342.39,Credit Card,1,5,Returned,Online,Silver,MC-6875
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-2127
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-3054
INV-000077,2025-08-18,2025-08-22,In-Store Pickup,CL-6058,James Parker,E-commerce,France,Marseille,FL,63016,PD-2539,Wearable Tech,Cordless Drill,1105.56,7,0.05,160.11,Bank Transfer,5,3,Returned,Wholesale,Silver,MC-2144
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-9952
INV-000075,2025-08-04,2025-08-08,In-Store Pickup,CL-4073,James Parker,E-commerce,Spain,Valencia,NV,69273,PD-4427,Automotive Parts,Smart Ring,391.59,11,0.27,63.62,PayPal,1,3,No Return,In-Store,Platinum,MC-4292
INV-000039,2024-11-25,2024-11-29,In-Store Pickup,CL-3070,David Harris,E-commerce,Italy,Naples,MI,78138,PD-1499,Automotive Parts,Car Battery,686.63,3,0.32,123.65,Bitcoin,5,4,No Return,Wholesale,Bronze,MC-1775
INV-000032,2024-10-07,2024-10-11,In-Store Pickup,CL-4133,Laura Martinez,E-commerce,Netherlands,Rotterdam,TX,30747,PD-1956,Fitness Gear,Decorative Lamp,462.01,2,0.19,271.3,Bank Transfer,1,4,Returned,Online,Silver,MC-3483
INV-000018,2024-07-01,2024-07-05,Drone Delivery,CL-9630,David Harris,Retail Partner,Netherlands,Amsterdam,TX,70695,PD-3571,Fitness Gear,Yoga Mat,1632.73,2,0.1,60.3,Bank Transfer,3,1,No Return,Online,Platinum,MC-7041
INV-000037,2024-11-11,2024-11-15,Freight,CL-4976,David Harris,E-commerce,Netherlands,Rotterdam,SF,51274,PD-3080,Automotive Parts,Cordless Drill,2035.7,4,0.09,286.32,Bitcoin,2,2,Returned,Online,None,MC-2799
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-3881
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-9842
INV-000074,2025-07-28,2025-08-01,Freight,CL-7206,James Parker,Retail Partner,Netherlands,Amsterdam,MI,71713,PD-1459,Home Decor,Decorative Lamp,2078.64,7,0.23,394.12,Bitcoin,5,3,No Return,Online,Bronze,MC-7844
INV-000025,2024-08-19,2024-08-23,In-Store Pickup,CL-8402,David Harris,E-commerce,France,Marseille,SF,62686,PD-2761,Fitness Gear,Yoga Mat,2056.27,2,0.24,144.55,Cash,1,3,Returned,Online,None,MC-4519
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-9831
INV-000064,2025-05-19,2025-05-23,Drone Delivery,CL-7247,James Parker,E-commerce,Spain,Valencia,SF,30483,PD-3474,Fitness Gear,Decorative Lamp,347.79,3,0.15,152.67,PayPal,2,1,No Return,Online,Gold,MC-2286
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-3836
INV-000080,2025-09-08,2025-09-12,In-Store Pickup,CL-8259,Karen Wright,E-commerce,France,Paris,MI,40639,PD-1727,Wearable Tech,Cordless Drill,1230.36,7,0.17,176.98,Bank Transfer,1,5,No Return,Wholesale,Bronze,MC-9303
INV-000001,2024-03-04,2024-03-08,Freight,CL-9940,David Harris,E-commerce,Spain,Madrid,NV,50176,PD-2296,Home Decor,Cordless Drill,924.88,10,0.16,390.52,Cash,1,5,No Return,Online,Gold,MC-9804
INV-000045,2025-01-06,2025-01-10,Freight,CL-5890,Jennifer Lee,Retail Partner,Spain,Barcelona,TX,74076,PD-2875,Home Decor,Car Battery,665.25,6,0.13,244.9,Bitcoin,3,4,No Return,Wholesale,Gold,MC-7192
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-1428
INV-000025,2024-08-19,2024-08-23,In-Store Pickup,CL-8402,David Harris,E-commerce,France,Marseille,SF,62686,PD-2761,Fitness Gear,Yoga Mat,2056.27,2,0.24,144.55,Cash,1,3,Returned,Online,None,MC-1792
INV-000028,2024-09-09,2024-09-13,Drone Delivery,CL-5250,James Parker,E-commerce,France,Marseille,FL,61583,PD-4054,Automotive Parts,Smart Ring,1554.67,9,0.34,247.04,PayPal,5,2,Returned,Wholesale,Bronze,MC-6493
INV-000083,2025-09-29,2025-10-03,Freight,CL-3107,Karen Wright,Retail Partner,Italy,Naples,FL,63426,PD-3882,Garden Tools,Cordless Drill,2463.99,1,0.22,261.28,Cash,5,3,Returned,Online,Gold,MC-7449
INV-000017,2024-06-24,2024-06-28,Freight,CL-4178,Laura Martinez,Retail Partner,Netherlands,Rotterdam,TX,72475,PD-1328,Automotive Parts,Decorative Lamp,591.03,6,0.26,104.13,Bitcoin,2,5,No Return,In-Store,Gold,MC-2330
INV-000007,2024-04-15,2024-04-19,In-Store Pickup,CL-6581,James Parker,Retail Partner,Spain,Barcelona,TX,50374,PD-3406,Garden Tools,Yoga Mat,90.48,10,0.25,192.23,Cash,3,2,No Return,In-Store,Silver,MC-6512
INV-000010,2024-05-06,2024-05-10,Freight,CL-7818,Laura Martinez,E-commerce,France,Paris,TX,40718,PD-3972,Automotive Parts,Decorative Lamp,1559.62,9,0.1,157.01,Cash,1,4,Returned,Wholesale,Bronze,MC-8155
INV-000044,2024-12-30,2025-01-03,In-Store Pickup,CL-6608,Karen Wright,Retail Partner,Spain,Madrid,TX,32219,PD-4817,Garden Tools,Car Battery,827.59,5,0.26,366.28,PayPal,1,4,No Return,In-Store,Gold,MC-1229
INV-000100,2026-01-26,2026-01-30,Freight,CL-8504,Laura Martinez,E-commerce,Netherlands,Rotterdam,SF,71811,PD-3360,Automotive Parts,Car Battery,591.47,8,0.17,361.17,Bank Transfer,1,2,No Return,In-Store,Bronze,MC-4314
INV-000085,2025-10-13,2025-10-17,Drone Delivery,CL-7705,Laura Martinez,E-commerce,Germany,Hamburg,NV,77224,PD-3820,Fitness Gear,Cordless Drill,1079.04,9,0.11,135.92,Credit Card,2,5,No Return,Wholesale,Silver,MC-1586
INV-000076,2025-08-11,2025-08-15,Freight,CL-4653,Laura Martinez,E-commerce,Spain,Barcelona,NV,37465,PD-4070,Fitness Gear,Decorative Lamp,451.05,1,0.12,310.26,Credit Card,3,2,Returned,Wholesale,Silver,MC-6838
INV-000072,2025-07-14,2025-07-18,Drone Delivery,CL-3973,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,MI,50085,PD-3949,Garden Tools,Cordless Drill,1519.01,3,0.11,53.04,Bank Transfer,2,4,No Return,Online,Gold,MC-1404
INV-000006,2024-04-08,2024-04-12,Drone Delivery,CL-8482,Laura Martinez,E-commerce,Netherlands,Rotterdam,NV,58836,PD-2022,Automotive Parts,Yoga Mat,286.71,11,0.34,102.01,PayPal,5,1,No Return,In-Store,Silver,MC-5786
INV-000004,2024-03-25,2024-03-29,Freight,CL-9549,Laura Martinez,E-commerce,Netherlands,Amsterdam,SF,51700,PD-3034,Wearable Tech,Decorative Lamp,1623.92,9,0.18,19.08,Credit Card,2,5,No Return,In-Store,Gold,MC-2520
INV-000021,2024-07-22,2024-07-26,Drone Delivery,CL-3926,James Parker,E-commerce,Germany,Hamburg,MI,43785,PD-3529,Garden Tools,Car Battery,34.33,2,0.19,311.4,Bank Transfer,2,2,No Return,Online,Bronze,MC-1845
INV-000011,2024-05-13,2024-05-17,Freight,CL-5421,James Parker,Retail Partner,France,Paris,TX,66078,PD-1452,Home Decor,Yoga Mat,887.97,2,0.26,40.74,Cash,1,3,No Return,Wholesale,Platinum,MC-5025
INV-000064,2025-05-19,2025-05-23,Drone Delivery,CL-7247,James Parker,E-commerce,Spain,Valencia,SF,30483,PD-3474,Fitness Gear,Decorative Lamp,347.79,3,0.15,152.67,PayPal,2,1,No Return,Online,Gold,MC-9678
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-9428
INV-000067,2025-06-09,2025-06-13,Freight,CL-7569,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,54090,PD-1815,Wearable Tech,Cordless Drill,1215.88,8,0.13,132.75,Cash,5,2,Returned,In-Store,None,MC-8084
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-1887
INV-000056,2025-03-24,2025-03-28,Drone Delivery,CL-7221,David Harris,Retail Partner,Germany,Hamburg,NV,54235,PD-2933,Automotive Parts,Decorative Lamp,605.51,1,0.08,173.53,PayPal,2,4,Returned,In-Store,None,MC-4660
INV-000050,2025-02-10,2025-02-14,Drone Delivery,CL-4090,David Harris,E-commerce,Germany,Hamburg,TX,37344,PD-2014,Wearable Tech,Smart Ring,422.76,8,0.22,164.16,Credit Card,3,2,Returned,Online,Gold,MC-4787
INV-000044,2024-12-30,2025-01-03,In-Store Pickup,CL-6608,Karen Wright,Retail Partner,Spain,Madrid,TX,32219,PD-4817,Garden Tools,Car Battery,827.59,5,0.26,366.28,PayPal,1,4,No Return,In-Store,Gold,MC-3466
INV-000004,2024-03-25,2024-03-29,Freight,CL-9549,Laura Martinez,E-commerce,Netherlands,Amsterdam,SF,51700,PD-3034,Wearable Tech,Decorative Lamp,1623.92,9,0.18,19.08,Credit Card,2,5,No Return,In-Store,Gold,MC-6355
INV-000021,2024-07-22,2024-07-26,Drone Delivery,CL-3926,James Parker,E-commerce,Germany,Hamburg,MI,43785,PD-3529,Garden Tools,Car Battery,34.33,2,0.19,311.4,Bank Transfer,2,2,No Return,Online,Bronze,MC-6382
